275, 'nombre_275', 18
276, 'nombre_276', 21
277, 'nombre_277', 13
278, 'nombre_278', 28
279, 'nombre_279', 38
280, 'nombre_280', 19
281, 'nombre_281', 18
282, 'nombre_282', 35
283, 'nombre_283', 14
284, 'nombre_284', 12
285, 'nombre_285', 16
286, 'nombre_286', 14
287, 'nombre_287', 22
288, 'nombre_288', 17
289, 'nombre_289', 31
290, 'nombre_290', 37
291, 'nombre_291', 17
292, 'nombre_292', 32
293, 'nombre_293', 36
294, 'nombre_294', 23
295, 'nombre_295', 27
296, 'nombre_296', 22
297, 'nombre_297', 25
298, 'nombre_298', 16
299, 'nombre_299', 33
300, 'nombre_300', 22
301, 'nombre_301', 40
302, 'nombre_302', 15
303, 'nombre_303', 34
304, 'nombre_304', 21
305, 'nombre_305', 37
306, 'nombre_306', 31
307, 'nombre_307', 10
308, 'nombre_308', 22
309, 'nombre_309', 21
310, 'nombre_310', 13
311, 'nombre_311', 14
312, 'nombre_312', 20
313, 'nombre_313', 12
314, 'nombre_314', 32
315, 'nombre_315', 16
316, 'nombre_316', 14
317, 'nombre_317', 23
318, 'nombre_318', 37
319, 'nombre_319', 13
320, 'nombre_320', 11
321, 'nombre_321', 13
322, 'nombre_322', 40
323, 'nombre_323', 23
324, 'nombre_324', 37
325, 'nombre_325', 32
326, 'nombre_326', 31
327, 'nombre_327', 13
328, 'nombre_328', 27
329, 'nombre_329', 18
330, 'nombre_330', 24
331, 'nombre_331', 33
332, 'nombre_332', 31
333, 'nombre_333', 37
334, 'nombre_334', 17
335, 'nombre_335', 19
336, 'nombre_336', 11
337, 'nombre_337', 20
338, 'nombre_338', 11
339, 'nombre_339', 40
340, 'nombre_340', 19
341, 'nombre_341', 14
342, 'nombre_342', 17
343, 'nombre_343', 40
344, 'nombre_344', 35
345, 'nombre_345', 40
346, 'nombre_346', 40
347, 'nombre_347', 37
348, 'nombre_348', 24
349, 'nombre_349', 24
350, 'nombre_350', 21
351, 'nombre_351', 16
352, 'nombre_352', 36
353, 'nombre_353', 30
354, 'nombre_354', 34
355, 'nombre_355', 24
356, 'nombre_356', 39
357, 'nombre_357', 20
358, 'nombre_358', 40
359, 'nombre_359', 25
360, 'nombre_360', 33
361, 'nombre_361', 30
362, 'nombre_362', 12
363, 'nombre_363', 20
364, 'nombre_364', 37
365, 'nombre_365', 29
366, 'nombre_366', 10
367, 'nombre_367', 15
368, 'nombre_368', 27
369, 'nombre_369', 16
370, 'nombre_370', 29
371, 'nombre_371', 21
372, 'nombre_372', 23
373, 'nombre_373', 13
374, 'nombre_374', 19
375, 'nombre_375', 37
376, 'nombre_376', 15
377, 'nombre_377', 30
378, 'nombre_378', 19
379, 'nombre_379', 23
380, 'nombre_380', 25
381, 'nombre_381', 26
382, 'nombre_382', 21
383, 'nombre_383', 32
384, 'nombre_384', 13
385, 'nombre_385', 23
386, 'nombre_386', 20
387, 'nombre_387', 32
388, 'nombre_388', 37
389, 'nombre_389', 25
390, 'nombre_390', 27
391, 'nombre_391', 36
392, 'nombre_392', 18
393, 'nombre_393', 35
394, 'nombre_394', 40
395, 'nombre_395', 31
396, 'nombre_396', 25
397, 'nombre_397', 17
398, 'nombre_398', 32
399, 'nombre_399', 32
400, 'nombre_400', 20
401, 'nombre_401', 36
402, 'nombre_402', 15
403, 'nombre_403', 24
404, 'nombre_404', 38
405, 'nombre_405', 34
406, 'nombre_406', 36
407, 'nombre_407', 12
408, 'nombre_408', 32
409, 'nombre_409', 26
410, 'nombre_410', 18
411, 'nombre_411', 38
412, 'nombre_412', 30
413, 'nombre_413', 26
414, 'nombre_414', 29
415, 'nombre_415', 26
416, 'nombre_416', 27
417, 'nombre_417', 17
418, 'nombre_418', 40
419, 'nombre_419', 18
420, 'nombre_420', 16
421, 'nombre_421', 13
422, 'nombre_422', 13
423, 'nombre_423', 27
424, 'nombre_424', 17
425, 'nombre_425', 24
426, 'nombre_426', 27
427, 'nombre_427', 12
428, 'nombre_428', 39
429, 'nombre_429', 23
430, 'nombre_430', 17
431, 'nombre_431', 13
432, 'nombre_432', 40
433, 'nombre_433', 17
434, 'nombre_434', 32
435, 'nombre_435', 24
436, 'nombre_436', 25
437, 'nombre_437', 21
438, 'nombre_438', 34
439, 'nombre_439', 29
440, 'nombre_440', 34
441, 'nombre_441', 14
442, 'nombre_442', 19
443, 'nombre_443', 40
444, 'nombre_444', 24
445, 'nombre_445', 18
446, 'nombre_446', 19
447, 'nombre_447', 15
448, 'nombre_448', 16
449, 'nombre_449', 36
450, 'nombre_450', 19
451, 'nombre_451', 19
452, 'nombre_452', 23
453, 'nombre_453', 30
454, 'nombre_454', 37
455, 'nombre_455', 15
456, 'nombre_456', 37
457, 'nombre_457', 22
458, 'nombre_458', 34
459, 'nombre_459', 15
460, 'nombre_460', 38
461, 'nombre_461', 32
462, 'nombre_462', 34
463, 'nombre_463', 31
464, 'nombre_464', 35
465, 'nombre_465', 28
466, 'nombre_466', 17
467, 'nombre_467', 18
468, 'nombre_468', 11
469, 'nombre_469', 15
470, 'nombre_470', 24
471, 'nombre_471', 19
472, 'nombre_472', 10
473, 'nombre_473', 39
474, 'nombre_474', 13
475, 'nombre_475', 11
476, 'nombre_476', 36
477, 'nombre_477', 16
478, 'nombre_478', 28
479, 'nombre_479', 13
480, 'nombre_480', 39
481, 'nombre_481', 33
482, 'nombre_482', 29
483, 'nombre_483', 29
484, 'nombre_484', 27
485, 'nombre_485', 31
486, 'nombre_486', 30
487, 'nombre_487', 37
488, 'nombre_488', 35
489, 'nombre_489', 38
490, 'nombre_490', 37
491, 'nombre_491', 16
492, 'nombre_492', 13
493, 'nombre_493', 39
494, 'nombre_494', 28
495, 'nombre_495', 19
496, 'nombre_496', 32
497, 'nombre_497', 25
498, 'nombre_498', 29
499, 'nombre_499', 31
500, 'nombre_500', 14
501, 'nombre_501', 29
502, 'nombre_502', 30
503, 'nombre_503', 39
504, 'nombre_504', 21
505, 'nombre_505', 40
506, 'nombre_506', 16
507, 'nombre_507', 29
508, 'nombre_508', 40
509, 'nombre_509', 23
510, 'nombre_510', 27
511, 'nombre_511', 14
512, 'nombre_512', 10
513, 'nombre_513', 14
514, 'nombre_514', 40
515, 'nombre_515', 36
516, 'nombre_516', 30
517, 'nombre_517', 26
518, 'nombre_518', 11
519, 'nombre_519', 16
520, 'nombre_520', 14
521, 'nombre_521', 21
522, 'nombre_522', 23
523, 'nombre_523', 13
524, 'nombre_524', 15
525, 'nombre_525', 30
526, 'nombre_526', 20
527, 'nombre_527', 33
528, 'nombre_528', 12
529, 'nombre_529', 26
530, 'nombre_530', 14
531, 'nombre_531', 22
532, 'nombre_532', 39
533, 'nombre_533', 39
534, 'nombre_534', 21
535, 'nombre_535', 17
536, 'nombre_536', 31
537, 'nombre_537', 37
538, 'nombre_538', 29
539, 'nombre_539', 29
540, 'nombre_540', 22
541, 'nombre_541', 25
542, 'nombre_542', 10
543, 'nombre_543', 27
544, 'nombre_544', 23
545, 'nombre_545', 16
546, 'nombre_546', 10
547, 'nombre_547', 22
548, 'nombre_548', 21
549, 'nombre_549', 29
550, 'nombre_550', 32
551, 'nombre_551', 24
552, 'nombre_552', 13
553, 'nombre_553', 11
554, 'nombre_554', 11
555, 'nombre_555', 23
556, 'nombre_556', 23
557, 'nombre_557', 11
558, 'nombre_558', 23
559, 'nombre_559', 31
560, 'nombre_560', 23
561, 'nombre_561', 38
562, 'nombre_562', 12
563, 'nombre_563', 39
564, 'nombre_564', 39
565, 'nombre_565', 30
566, 'nombre_566', 24
567, 'nombre_567', 28
568, 'nombre_568', 15
569, 'nombre_569', 38
570, 'nombre_570', 35
571, 'nombre_571', 29
572, 'nombre_572', 12
573, 'nombre_573', 16
574, 'nombre_574', 10
575, 'nombre_575', 24
576, 'nombre_576', 22
577, 'nombre_577', 29
578, 'nombre_578', 39
579, 'nombre_579', 13
580, 'nombre_580', 20
581, 'nombre_581', 10
582, 'nombre_582', 31
583, 'nombre_583', 12
584, 'nombre_584', 20
585, 'nombre_585', 22
586, 'nombre_586', 24
587, 'nombre_587', 16
588, 'nombre_588', 11
589, 'nombre_589', 13
590, 'nombre_590', 18
591, 'nombre_591', 11
592, 'nombre_592', 30
593, 'nombre_593', 37
594, 'nombre_594', 10
595, 'nombre_595', 31
596, 'nombre_596', 20
597, 'nombre_597', 21
598, 'nombre_598', 23
599, 'nombre_599', 13
600, 'nombre_600', 40
601, 'nombre_601', 17
602, 'nombre_602', 12
603, 'nombre_603', 39
604, 'nombre_604', 40
605, 'nombre_605', 14
606, 'nombre_606', 20
607, 'nombre_607', 17
608, 'nombre_608', 12
609, 'nombre_609', 34
610, 'nombre_610', 32
611, 'nombre_611', 31
612, 'nombre_612', 36
613, 'nombre_613', 37
614, 'nombre_614', 19
615, 'nombre_615', 28
616, 'nombre_616', 16
617, 'nombre_617', 39
618, 'nombre_618', 20
619, 'nombre_619', 19
620, 'nombre_620', 20
621, 'nombre_621', 14
622, 'nombre_622', 37
623, 'nombre_623', 34
624, 'nombre_624', 26
625, 'nombre_625', 12
626, 'nombre_626', 36
627, 'nombre_627', 34
628, 'nombre_628', 38
629, 'nombre_629', 17
630, 'nombre_630', 31
631, 'nombre_631', 22
632, 'nombre_632', 36
633, 'nombre_633', 22
634, 'nombre_634', 11
635, 'nombre_635', 14
636, 'nombre_636', 37
637, 'nombre_637', 36
638, 'nombre_638', 13
639, 'nombre_639', 21
640, 'nombre_640', 33
641, 'nombre_641', 31
642, 'nombre_642', 39
643, 'nombre_643', 14
644, 'nombre_644', 13
645, 'nombre_645', 34
646, 'nombre_646', 22
647, 'nombre_647', 27
648, 'nombre_648', 37
649, 'nombre_649', 35
650, 'nombre_650', 24
651, 'nombre_651', 22
652, 'nombre_652', 18
653, 'nombre_653', 35
654, 'nombre_654', 28
655, 'nombre_655', 28
656, 'nombre_656', 35
657, 'nombre_657', 26
658, 'nombre_658', 23
659, 'nombre_659', 30
660, 'nombre_660', 18
661, 'nombre_661', 40
662, 'nombre_662', 18
663, 'nombre_663', 24
664, 'nombre_664', 15
665, 'nombre_665', 39
666, 'nombre_666', 12
667, 'nombre_667', 38
668, 'nombre_668', 25
669, 'nombre_669', 16
670, 'nombre_670', 37
671, 'nombre_671', 22
672, 'nombre_672', 39
673, 'nombre_673', 38
674, 'nombre_674', 33
675, 'nombre_675', 28
676, 'nombre_676', 23
677, 'nombre_677', 24
678, 'nombre_678', 10
679, 'nombre_679', 19
680, 'nombre_680', 21
681, 'nombre_681', 16
682, 'nombre_682', 26
683, 'nombre_683', 25
684, 'nombre_684', 16
685, 'nombre_685', 24
686, 'nombre_686', 32
687, 'nombre_687', 19
688, 'nombre_688', 17
689, 'nombre_689', 40
690, 'nombre_690', 39
691, 'nombre_691', 15
692, 'nombre_692', 19
693, 'nombre_693', 39
694, 'nombre_694', 26
695, 'nombre_695', 26
696, 'nombre_696', 12
697, 'nombre_697', 29
698, 'nombre_698', 40
699, 'nombre_699', 30
700, 'nombre_700', 11
701, 'nombre_701', 24
702, 'nombre_702', 16
703, 'nombre_703', 27
704, 'nombre_704', 10
705, 'nombre_705', 37
706, 'nombre_706', 32
707, 'nombre_707', 30
708, 'nombre_708', 18
709, 'nombre_709', 30
710, 'nombre_710', 26
711, 'nombre_711', 23
712, 'nombre_712', 35
713, 'nombre_713', 37
714, 'nombre_714', 21
715, 'nombre_715', 33
716, 'nombre_716', 30
717, 'nombre_717', 39
718, 'nombre_718', 22
719, 'nombre_719', 31
720, 'nombre_720', 15
721, 'nombre_721', 21
722, 'nombre_722', 33
723, 'nombre_723', 15
724, 'nombre_724', 32
725, 'nombre_725', 19
726, 'nombre_726', 37
727, 'nombre_727', 22
728, 'nombre_728', 26
729, 'nombre_729', 18
730, 'nombre_730', 12
731, 'nombre_731', 24
732, 'nombre_732', 37
733, 'nombre_733', 31
734, 'nombre_734', 19
735, 'nombre_735', 26
736, 'nombre_736', 35
737, 'nombre_737', 39
738, 'nombre_738', 34
739, 'nombre_739', 36
740, 'nombre_740', 25
741, 'nombre_741', 15
742, 'nombre_742', 22
743, 'nombre_743', 35
744, 'nombre_744', 39
745, 'nombre_745', 35
746, 'nombre_746', 40
747, 'nombre_747', 27
748, 'nombre_748', 23
749, 'nombre_749', 35
750, 'nombre_750', 20
751, 'nombre_751', 22
752, 'nombre_752', 29
753, 'nombre_753', 37
754, 'nombre_754', 27
755, 'nombre_755', 35
756, 'nombre_756', 23
757, 'nombre_757', 27
758, 'nombre_758', 26
759, 'nombre_759', 37
760, 'nombre_760', 37
761, 'nombre_761', 25
762, 'nombre_762', 37
763, 'nombre_763', 36
764, 'nombre_764', 14
765, 'nombre_765', 38
766, 'nombre_766', 10
767, 'nombre_767', 32
768, 'nombre_768', 23
769, 'nombre_769', 33
770, 'nombre_770', 34
771, 'nombre_771', 36
772, 'nombre_772', 38
773, 'nombre_773', 16
774, 'nombre_774', 33
775, 'nombre_775', 36
776, 'nombre_776', 15
777, 'nombre_777', 35
778, 'nombre_778', 34
779, 'nombre_779', 39
780, 'nombre_780', 11
781, 'nombre_781', 20
782, 'nombre_782', 17
783, 'nombre_783', 32
784, 'nombre_784', 25
785, 'nombre_785', 31
786, 'nombre_786', 32
787, 'nombre_787', 38
788, 'nombre_788', 28
789, 'nombre_789', 29
790, 'nombre_790', 35
791, 'nombre_791', 16
792, 'nombre_792', 34
793, 'nombre_793', 33
794, 'nombre_794', 29
795, 'nombre_795', 17
796, 'nombre_796', 36
797, 'nombre_797', 38
798, 'nombre_798', 39
799, 'nombre_799', 34
800, 'nombre_800', 17
801, 'nombre_801', 23
802, 'nombre_802', 32
803, 'nombre_803', 16
804, 'nombre_804', 30
805, 'nombre_805', 11
806, 'nombre_806', 27
807, 'nombre_807', 16
808, 'nombre_808', 23
809, 'nombre_809', 13
810, 'nombre_810', 35
811, 'nombre_811', 17
812, 'nombre_812', 10
813, 'nombre_813', 16
814, 'nombre_814', 21
815, 'nombre_815', 28
816, 'nombre_816', 30
817, 'nombre_817', 23
818, 'nombre_818', 29
819, 'nombre_819', 22
820, 'nombre_820', 28
821, 'nombre_821', 11
822, 'nombre_822', 36
823, 'nombre_823', 10
824, 'nombre_824', 32
825, 'nombre_825', 27
826, 'nombre_826', 27
827, 'nombre_827', 23
828, 'nombre_828', 17
829, 'nombre_829', 14
830, 'nombre_830', 10
831, 'nombre_831', 14
832, 'nombre_832', 34
833, 'nombre_833', 24
834, 'nombre_834', 37
835, 'nombre_835', 34
836, 'nombre_836', 33
837, 'nombre_837', 37
838, 'nombre_838', 22
839, 'nombre_839', 33
840, 'nombre_840', 38
841, 'nombre_841', 16
842, 'nombre_842', 34
843, 'nombre_843', 30
844, 'nombre_844', 26
845, 'nombre_845', 36
846, 'nombre_846', 39
847, 'nombre_847', 21
848, 'nombre_848', 10
849, 'nombre_849', 12
850, 'nombre_850', 23
851, 'nombre_851', 29
852, 'nombre_852', 24
853, 'nombre_853', 16
854, 'nombre_854', 16
855, 'nombre_855', 21
856, 'nombre_856', 36
857, 'nombre_857', 30
858, 'nombre_858', 18
859, 'nombre_859', 11
860, 'nombre_860', 38
861, 'nombre_861', 33
862, 'nombre_862', 13
863, 'nombre_863', 20
864, 'nombre_864', 18
865, 'nombre_865', 17
866, 'nombre_866', 19
867, 'nombre_867', 18
868, 'nombre_868', 15
869, 'nombre_869', 12
870, 'nombre_870', 38
871, 'nombre_871', 31
872, 'nombre_872', 30
873, 'nombre_873', 29
874, 'nombre_874', 35
875, 'nombre_875', 13
876, 'nombre_876', 20
877, 'nombre_877', 20
878, 'nombre_878', 24
879, 'nombre_879', 23
880, 'nombre_880', 25
881, 'nombre_881', 37
882, 'nombre_882', 34
883, 'nombre_883', 26
884, 'nombre_884', 35
885, 'nombre_885', 37
886, 'nombre_886', 18
887, 'nombre_887', 32
888, 'nombre_888', 26
889, 'nombre_889', 35
890, 'nombre_890', 30
891, 'nombre_891', 12
892, 'nombre_892', 10
893, 'nombre_893', 30
894, 'nombre_894', 12
895, 'nombre_895', 26
896, 'nombre_896', 31
897, 'nombre_897', 36
898, 'nombre_898', 19
899, 'nombre_899', 36
900, 'nombre_900', 29
901, 'nombre_901', 36
902, 'nombre_902', 18
903, 'nombre_903', 32
904, 'nombre_904', 27
905, 'nombre_905', 11
906, 'nombre_906', 22
907, 'nombre_907', 27
908, 'nombre_908', 24
909, 'nombre_909', 23
910, 'nombre_910', 22
911, 'nombre_911', 39
912, 'nombre_912', 35
913, 'nombre_913', 36
914, 'nombre_914', 39
915, 'nombre_915', 28
916, 'nombre_916', 31
917, 'nombre_917', 21
918, 'nombre_918', 38
919, 'nombre_919', 26
920, 'nombre_920', 18
921, 'nombre_921', 26
922, 'nombre_922', 19
923, 'nombre_923', 34
924, 'nombre_924', 10
925, 'nombre_925', 11
926, 'nombre_926', 17
927, 'nombre_927', 19
928, 'nombre_928', 17
929, 'nombre_929', 39
930, 'nombre_930', 15
931, 'nombre_931', 39
932, 'nombre_932', 32
933, 'nombre_933', 27
934, 'nombre_934', 40
935, 'nombre_935', 33
936, 'nombre_936', 15
937, 'nombre_937', 39
938, 'nombre_938', 23
939, 'nombre_939', 25
940, 'nombre_940', 39
941, 'nombre_941', 10
942, 'nombre_942', 38
943, 'nombre_943', 36
944, 'nombre_944', 36
945, 'nombre_945', 14
946, 'nombre_946', 31
947, 'nombre_947', 39
948, 'nombre_948', 21
949, 'nombre_949', 24
950, 'nombre_950', 22
951, 'nombre_951', 29
952, 'nombre_952', 30
953, 'nombre_953', 33
954, 'nombre_954', 15
955, 'nombre_955', 26
956, 'nombre_956', 10
957, 'nombre_957', 23
958, 'nombre_958', 29
959, 'nombre_959', 22
960, 'nombre_960', 35
961, 'nombre_961', 37
962, 'nombre_962', 12
963, 'nombre_963', 33
964, 'nombre_964', 38
965, 'nombre_965', 23
966, 'nombre_966', 33
967, 'nombre_967', 33
968, 'nombre_968', 24
969, 'nombre_969', 33
970, 'nombre_970', 29
971, 'nombre_971', 30
972, 'nombre_972', 11
973, 'nombre_973', 17
974, 'nombre_974', 13
975, 'nombre_975', 35
976, 'nombre_976', 22
977, 'nombre_977', 28
978, 'nombre_978', 18
979, 'nombre_979', 11
980, 'nombre_980', 26
981, 'nombre_981', 11
982, 'nombre_982', 27
983, 'nombre_983', 23
984, 'nombre_984', 26
985, 'nombre_985', 25
986, 'nombre_986', 38
987, 'nombre_987', 20
988, 'nombre_988', 33
989, 'nombre_989', 31
990, 'nombre_990', 36
991, 'nombre_991', 20
992, 'nombre_992', 26
993, 'nombre_993', 24
994, 'nombre_994', 33
995, 'nombre_995', 31
996, 'nombre_996', 31
997, 'nombre_997', 34
998, 'nombre_998', 20
999, 'nombre_999', 28
1000, 'nombre_1000', 13
1001, 'nombre_1001', 17
1002, 'nombre_1002', 33
1003, 'nombre_1003', 39
1004, 'nombre_1004', 23
1005, 'nombre_1005', 11
1006, 'nombre_1006', 27
1007, 'nombre_1007', 36
1008, 'nombre_1008', 24
1009, 'nombre_1009', 35
1010, 'nombre_1010', 13
1011, 'nombre_1011', 19
1012, 'nombre_1012', 36
1013, 'nombre_1013', 26
1014, 'nombre_1014', 37
1015, 'nombre_1015', 12
1016, 'nombre_1016', 38
1017, 'nombre_1017', 38
1018, 'nombre_1018', 28
1019, 'nombre_1019', 18
1020, 'nombre_1020', 34
1021, 'nombre_1021', 25
1022, 'nombre_1022', 21
1023, 'nombre_1023', 27
1024, 'nombre_1024', 19
1025, 'nombre_1025', 17
1026, 'nombre_1026', 25
1027, 'nombre_1027', 25
1028, 'nombre_1028', 25
1029, 'nombre_1029', 16
1030, 'nombre_1030', 30
1031, 'nombre_1031', 33
1032, 'nombre_1032', 26
1033, 'nombre_1033', 23
1034, 'nombre_1034', 16
1035, 'nombre_1035', 40
1036, 'nombre_1036', 40
1037, 'nombre_1037', 13
1038, 'nombre_1038', 36
1039, 'nombre_1039', 36
1040, 'nombre_1040', 13
1041, 'nombre_1041', 28
1042, 'nombre_1042', 33
1043, 'nombre_1043', 22
1044, 'nombre_1044', 33
1045, 'nombre_1045', 29
1046, 'nombre_1046', 17
1047, 'nombre_1047', 38
1048, 'nombre_1048', 10
1049, 'nombre_1049', 40
1050, 'nombre_1050', 14
1051, 'nombre_1051', 33
1052, 'nombre_1052', 40
1053, 'nombre_1053', 10
1054, 'nombre_1054', 11
1055, 'nombre_1055', 38
1056, 'nombre_1056', 10
1057, 'nombre_1057', 18
1058, 'nombre_1058', 19
1059, 'nombre_1059', 25
1060, 'nombre_1060', 25
1061, 'nombre_1061', 27
1062, 'nombre_1062', 29
1063, 'nombre_1063', 11
1064, 'nombre_1064', 19
1065, 'nombre_1065', 14
1066, 'nombre_1066', 18
